Id,Expected
45b21960c94b0aab4c024a573c692195_1,
0a0317371a966bf4b3466463a3c64db1_0,
0a0317371a966bf4b3466463a3c64db1_1,439556 40 440836 40 442116 40 443396 40 444671 50 445951 50 447231 50 448511 50 449781 65 451061 65 452341 65 453621 65 454896 75 456176 75 457456 75 458736 75 460011 80 461291 80 462571 80 463851 80 465126 90 466406 90 467686 90 468966 90 470246 90 471526 90 472806 90 474081 100 475361 100 476641 100 477921 100 479201 100 480481 100 481761 100 483041 100 484316 105 485596 105 486876 105 488156 105 489436 105 490716 105 491996 105 493276 105 494556 105 495836 105 497116 105 498396 110 499676 110 500956 110 502236 110 503511 115 504791 115 506071 115 507351 115 508631 115 509911 115 511191 115 512471 115 513751 115 515031 115 516311 115 517591 115 518871 115 520151 115 521431 115 522711 115 523991 115 525271 115 526551 115 527836 110 529116 110 530396 110 531676 110 532956 105 534236 105 535516 105 536796 105 538076 105 539356 105 540636 105 541916 105 543196 105 544476 105 545756 105 547036 100 548316 100 549596 100 550876 100 552161 95 553441 95 554721 95 556001 95 557281 90 558561 90 559841 90 561121 90 562406 80 563686 80 564966 80 566246 80 567526 80 568806 80 570086 80 571366 80 572651 70 573931 70 575211 70 576496 60 577776 60 579056 60 580336 60 581621 50 582901 50 584181 50 585461 50 586746 35 588026 35 589306 35 590586 35
7b5df7cdf3f33c3ca4d5060a633a8d5b_0,499906 30 501186 30 502466 30 503716 5 503726 65 504996 5 505006 65 506276 5 506286 65 507556 5 507566 65 508831 95 510111 95 511391 95 512671 95 513936 125 515216 125 516496 125 517776 125 519051 145 520331 145 521611 145 522886 155 524166 155 525446 155 526726 155 528006 165 529286 165 530566 165 531846 165 533121 180 534401 180 535681 180 536961 180 538241 185 539521 185 540801 185 542081 190 543361 190 544641 190 545921 190 547201 195 548481 195 549761 195 551041 195 552321 205 553601 205 554881 205 556161 205 557441 210 558721 210 560001 210 561286 215 562566 215 563846 215 565126 215 566406 220 567686 220 568966 220 570246 220 571526 225 572806 225 574086 225 575366 225 576646 235 576896 15 577926 235 578176 15 579206 235 579456 15 580486 275 581766 275 583046 275 584326 275 585606 280 586886 280 588166 280 589446 280 590731 280 592011 280 593291 280 594571 280 595851 285 597131 285 598411 285 599691 285 600971 285 602251 285 603531 285 604811 290 606091 290 607371 290 608651 290 609931 290 611211 290 612491 290 613771 290 615056 285 616336 285 617616 285 618896 290 620176 290 621456 290 622736 290 624016 290 625296 290 626576 290 627856 290 629136 290 630416 290 631696 290 632976 295 634256 295 635536 295 636816 295 638096 295 639376 295 640656 295 641936 295 643221 290 644501 290 645781 290 647061 290 648341 295 649621 295 650901 295 652181 295 653461 295 654741 295 656021 295 657301 300 658581 300 659861 300 661141 300 662421 300 663701 300 664981 300 666261 300 667546 295 668826 295 670106 295 671386 300 672666 300 673946 300 675226 300 676506 300 677786 300 679066 300 680346 300 681631 295 682911 295 684191 295 685471 295 686751 295 688031 295 689311 295 690591 300 691871 300 693151 300 694431 300 695716 295 696996 295 698276 295 699556 295 700836 295 702116 295 703396 295 704676 295 705956 300 707236 300 708516 300 709801 295 711081 295 712361 295 713641 295 714921 295 716201 295 717481 295 718761 295 720041 295 721321 295 722601 295 723881 295 725166 295 726446 295 727726 295 729006 295 730286 295 731566 295 732846 295 734126 295 735406 295 736686 295 737966 295 739251 290 740531 290 741811 290 743091 290 744371 290 745651 290 746931 290 748211 290 749491 290 750771 290 752051 290 753336 285 754616 285 755896 285 757176 285 758456 285 759736 285 761016 285 762296 285 763576 285 764856 285 766136 285 767421 280 768701 280 769981 280 771261 280 772541 280 773821 280 775101 280 776381 280 777666 275 778946 275 780226 275 781506 275 782786 270 784066 270 785346 270 786631 265 787911 265 789191 265 790471 265 791756 260 793036 260 794316 260 795596 260 796876 260 798156 260 799436 260 800716 260 801996 255 803276 255 804556 255 805841 245 807121 245 808401 245 809681 245 810966 240 812246 240 813526 240 814806 240 816086 235 817366 235 818646 235 819926 235 821211 230 822491 230 823771 230 825056 220 826336 220 827616 220 828896 220 830176 215 831456 215 832736 215 834016 215 835301 205 836581 205 837861 205 839141 205 840421 205 841701 205 842981 205 844266 195 845546 195 846826 195 848106 195 849391 185 850671 185 851951 185 853231 185 854516 175 855796 175 857076 175 858356 175 859636 170 860916 170 862196 170 863486 150 864766 150 866046 150 867326 150 868611 140 869891 140 871171 140 872451 140 873736 130 875016 130 876296 130 877576 130 878861 115 880141 115 881421 115 882711 100 883991 100 885271 100 886551 100 887841 75 889121 75 890401 75 891681 75 892976 35 894256 35 895536 35 896816 35
7b5df7cdf3f33c3ca4d5060a633a8d5b_1,
39dda50f954ba59c7de13a35276a4764_0,
39dda50f954ba59c7de13a35276a4764_1,385886 20 387166 20 388446 20 389726 20 390996 40 392276 40 393556 40 394836 40 396111 55 397391 55 398671 55 399951 55 401231 60 402511 60 403791 60 405071 60 406346 75 407626 75 408906 75 410186 75 411471 85 412751 85 414031 85 415316 85 416596 85 417876 85 419156 85 420441 80 421721 80 423001 80 424281 80 425566 80 426846 80 428126 80 429406 80 430691 75 431971 75 433251 75 434531 75 435816 75 437096 75 438376 75 439651 85 440931 85 442211 85 443491 85 444776 35 444821 40 446056 35 446101 40 447336 35 447381 40 448616 35 448661 40 449896 95 451176 95 452456 95 453736 95 455021 20 455056 60 456301 20 456336 60 457581 20 457616 60 458861 20 458896 60 460146 10 460166 75 461426 10 461446 75 462706 10 462726 75 463986 10 464006 75 465296 70 466576 70 467856 70 469131 75 470411 75 471691 75 472971 75 474256 75 475536 75 476816 75 478096 75 479371 85 480651 85 481931 85 483211 85 484496 80 485776 80 487056 80 488336 80 489611 90 490891 90 492171 90 493451 90 494731 90 496011 90 497291 90 498571 95 499851 95 501131 95 502411 95 503691 100 504971 100 506251 100 507531 100 508811 100 510091 100 511371 100 512651 100 513931 105 515211 105 516491 105 517771 105 519051 105 520331 105 521611 105 522896 105 524176 105 525456 105 526736 105 528011 110 529291 110 530571 110 531851 110 533136 105 534416 105 535696 105 536976 105 538256 110 539536 110 540816 110 542096 110 543376 110 544656 110 545936 110 547216 110 548496 110 549776 110 551056 110 552336 115 553616 115 554896 115 556176 115 557456 115 558736 115 560016 115 561296 115 562581 110 563861 110 565141 110 566421 110 567696 115 568976 115 570256 115 571536 115 572826 110 574106 110 575386 110 576661 115 577941 115 579221 115 580501 115 581791 105 583071 105 584351 105 585631 105 586906 110 588186 110 589466 110 590746 110 592031 110 593311 110 594591 110 595871 110 597146 115 598426 115 599706 115 600991 110 602271 110 603551 110 604831 110 606101 125 607381 125 608661 125 609941 125 611226 120 612506 120 613786 120 615066 120 616336 130 617616 130 618896 130 620176 130 621456 135 622736 135 624016 135 625291 140 626571 140 627851 140 629131 140 630411 140 631691 140 632971 140 634251 140 635531 145 636811 145 638091 145 639371 145 640651 145 641931 145 643211 145 644491 145 645771 145 647051 145 648331 145 649611 145 650891 150 652171 150 653451 150 654731 150 656011 150 657291 150 658571 150 659851 150 661131 150 662411 150 663691 150 664966 155 666246 155 667526 155 668806 155 670086 155 671366 155 672646 155 673926 155 675206 160 676486 160 677766 160 679046 160 680326 160 681606 160 682886 160 684166 160 685446 160 686726 160 688006 160 689286 160 690566 160 691846 160 693126 160 694406 160 695686 160 696966 160 698246 160 699531 155 700811 155 702091 155 703371 155 704656 150 705936 150 707216 150 708501 150 709781 150 711061 150 712341 150 713621 150 714901 150 716181 150 717461 150 718746 145 720026 145 721306 145 722586 145 723861 150 725141 150 726421 150 727701 150 728986 145 730266 145 731546 145 732826 145 734106 145 735386 145 736666 145 737946 145 739226 145 740506 145 741786 145 743066 145 744346 145 745626 145 746906 145 748186 145 749466 145 750746 145 752026 145 753306 145 754586 145 755866 145 757146 145 758431 140 759711 140 760991 140 762271 140 763551 140 764831 140 766111 140 767396 135 768676 135 769956 135 771236 135 772516 135 773796 135 775076 135 776356 135 777641 130 778921 130 780201 130 781481 130 782761 130 784041 130 785321 130 786606 125 787886 125 789166 125 790446 125 791726 125 793006 125 794286 125 795566 125 796851 115 798131 115 799411 115 800691 115 801976 110 803256 110 804536 110 805816 110 807101 105 808381 105 809661 105 810941 105 812226 100 813506 100 814786 100 816076 90 817356 90 818636 90 819916 90 821201 85 822481 85 823761 85 825041 85 826331 75 827611 75 828891 75 830171 75 831456 70 832736 70 834016 70 835296 70 836581 65 837861 65 839141 65 840431 55 841711 55 842991 55 844271 55 845561 40 846841 40 848121 40 849401 40 850686 35 851966 35 853246 35 854526 35 855816 15 857096 15 858376 15 859656 15
60a633a8d5b2b2b55157b7781e2c706c_0,484416 50 485696 50 486976 50 488256 50 489526 75 490806 75 492086 75 493366 75 494636 100 495916 100 497196 100 498476 100 499746 120 501026 120 502306 120 503581 135 504861 135 506141 135 507421 135 508686 155 509966 155 511246 155 512526 155 513796 175 515076 175 516356 175 517636 175 518901 200 520181 200 521461 200 522731 220 524011 220 525291 220 526571 220 527846 230 529126 230 530406 230 531686 230 532961 245 534241 245 535521 245 536801 245 538076 255 539356 255 540636 255 541911 265 543191 265 544471 265 545751 265 547026 275 548306 275 549586 275 550866 275 552146 280 553426 280 554706 280 555986 280 557266 280 558546 280 559826 280 561106 285 562386 285 563666 285 564946 285 566226 290 567506 290 568786 290 570066 290 571346 290 572626 290 573906 290 575186 290 576471 290 577751 290 579031 290 580311 290 581591 290 582871 290 584151 290 585436 290 586716 290 587996 290 589276 290 590556 290 591836 290 593116 290 594396 290 595681 285 596961 285 598241 285 599526 285 600806 285 602086 285 603366 285 604646 285 605926 285 607206 285 608486 285 609771 280 611051 280 612331 280 613611 280 614896 280 616176 280 617456 280 618736 280 620016 280 621296 280 622576 280 623861 275 625141 275 626421 275 627701 275 628981 280 630261 280 631541 280 632826 275 634106 275 635386 275 636666 275 637946 280 639226 280 640506 280 641786 280 643071 275 644351 275 645631 275 646911 275 648191 275 649471 275 650751 275 652036 275 653316 275 654596 275 655876 275 657161 270 658441 270 659721 270 661001 270 662286 265 663566 265 664846 265 666126 265 667406 270 668686 270 669966 270 671251 265 672531 265 673811 265 675091 265 676381 255 677661 255 678941 255 680221 255 681506 250 682786 250 684066 250 685346 250 686631 245 687911 245 689191 245 690476 240 691756 240 693036 240 694316 240 695606 230 696886 230 698166 230 699446 230 700731 225 702011 225 703291 225 704571 225 705856 220 707136 220 708416 220 709706 210 710986 210 712266 210 713546 210 714831 205 716111 205 717391 205 718671 205 719956 200 721236 200 722516 200 723796 200 725081 195 726361 195 727641 195 728926 190 730206 190 731486 190 732766 190 734056 180 735336 180 736616 180 737896 180 739181 170 740461 170 741741 170 743021 170 744306 165 745586 165 746866 165 748151 160 749431 160 750711 160 751991 160 753276 155 754556 155 755836 155 757116 155 758401 145 759681 145 760961 145 762241 145 763526 140 764806 140 766086 140 767371 130 768651 130 769931 130 771211 130 772501 120 773781 120 775061 120 776341 120 777626 115 778906 115 780186 115 781466 115 782756 100 784036 100 785316 100 786601 90 787881 90 789161 90 790441 90 791726 85 793006 85 794286 85 795566 85 796851 75 798131 75 799411 75 800691 75 801981 60 803261 60 804541 60 805831 45 807111 45 808391 45 809671 45 810971 15 812251 15 813531 15 814811 15
60a633a8d5b2b2b55157b7781e2c706c_1,
94a7f32574d6c748c41743c6c08a1d1a_0,471 50 526 355 1751 50 1806 355 3031 50 3086 355 4311 50 4366 355 5571 460 6851 460 8131 460 9411 460 10686 470 11966 470 13246 470 14526 470 15806 475 17086 475 18366 475 19646 475 20926 480 22206 480 23486 480 24761 490 26041 490 27321 490 28601 490 29881 495 31161 495 32441 495 33721 495 35001 510 36281 510 37561 510 38841 510 40116 520 41396 520 42676 520 43956 520 45236 525 46516 525 47796 525 49076 525 50351 535 51631 535 52911 535 54191 535 55471 540 56751 540 58031 540 59311 540 60586 545 61866 545 63146 545 64426 545 65706 545 66986 545 68266 545 69546 550 70826 550 72106 550 73386 550 74661 550 75941 550 77221 550 78501 550 79776 555 81056 555 82336 555 83616 555 84896 555 86176 555 87456 555 88736 555 90011 560 91291 560 92571 560 93851 560 95131 560 96411 560 97691 560 98971 560 100246 560 101526 560 102806 560 104086 560 105366 560 106646 560 107926 560 109206 560 110481 565 111761 565 113041 565 114321 560 115601 560 116881 560 118161 560 119436 565 120716 565 121996 565 123276 565 124556 560 125836 560 127116 560 128396 560 129671 565 130951 565 132231 565 133511 565 134791 565 136071 565 137351 565 138631 565 139906 565 141186 565 142466 565 143746 565 145026 565 146306 565 147586 565 148866 565 150141 565 151421 565 152701 565 153976 570 155256 570 156536 570 157816 570 159096 570 160376 570 161656 570 162936 570 164211 570 165491 570 166771 570 168051 570 169331 570 170611 570 171891 570 173171 570 174446 575 175726 575 177006 575 178286 575 179561 580 180841 580 182121 580 183401 580 184681 580 185961 580 187241 580 188521 580 189801 580 191081 580 192361 580 193641 580 194916 585 196196 585 197476 585 198756 590 200036 590 201316 590 202596 590 203871 595 205151 595 206431 595 207711 595 208991 585 210271 585 211551 585 212831 585 214106 595 215386 595 216666 595 217946 595 219226 590 220506 590 221786 590 223066 590 224341 595 225621 595 226901 595 228181 595 229456 600 230736 600 232016 600 233296 600 234576 600 235856 600 237136 600 238416 600 239691 605 240971 605 242251 605 243526 615 244806 615 246086 615 247366 615 248646 610 249926 610 251206 610 252486 610 253761 615 255041 615 256321 615 257601 615 258876 620 260156 620 261436 620 262716 620 263996 620 265276 620 266556 620 267836 620 269111 620 270391 620 271671 620 272951 620 274226 620 275506 620 276786 620 278066 620 279346 620 280626 620 281906 620 283186 620 284461 625 285741 625 287021 625 288301 620 289581 620 290861 620 292141 620 293416 625 294696 625 295976 625 297256 625 298531 625 299811 625 301091 625 302371 625 303651 620 304931 620 306211 620 307491 620 308766 620 310046 620 311326 620 312606 620 313886 615 315166 615 316446 615 317726 615 319006 610 320286 610 321566 610 322846 610 324121 610 325401 610 326681 610 327961 610 329236 610 330516 610 331796 610 333076 605 334356 605 335636 605 336916 605 338196 600 339476 600 340756 600 342036 600 343311 600 344591 600 345871 600 347151 600 348431 595 349711 595 350991 595 352271 595 353546 595 354826 595 356106 595 357386 595 358666 595 359946 595 361226 595 362506 595 363781 595 365061 595 366341 595 367621 595 368896 595 370176 595 371456 595 372736 595 374016 590 375296 590 376576 590 377851 595 379131 595 380411 595 381691 595 382971 590 384251 590 385531 590 386811 590 388086 590 389366 590 390646 590 391926 590 393206 585 394486 585 395766 585 397046 585 398321 590 399601 590 400881 590 402161 590 403441 585 404721 585 406001 585 407281 585 408556 585 409836 585 411116 585 412396 585 413676 580 414956 580 416236 580 417516 580 418796 580 420076 580 421356 580 422631 575 423911 575 425191 575 426471 575 427751 570 429031 570 430311 570 431591 570 432871 560 434151 560 435431 560 436711 560 437991 555 439271 555 440551 555 441831 555 443111 550 444391 550 445671 550 446951 550 448231 550 449511 550 450791 550 452071 550 453351 545 454631 545 455911 545 457191 545 458466 550 459746 550 461026 550 462306 550 463586 550 464866 550 466146 550 467421 550 468701 550 469981 550 471261 550 472536 555 473816 555 475096 555 476376 555 477656 555 478936 555 480216 555 481496 555 482776 555 484056 555 485336 555 486616 555 487896 555 489176 555 490456 555 491736 555 493016 555 494296 555 495576 555 496856 555 498136 555 499416 555 500696 555 501976 555 503256 550 504536 550 505816 550 507101 545 508381 545 509661 545 510941 545 512226 540 513506 540 514786 540 516066 540 517346 535 518626 535 519906 535 521186 535 522466 530 523746 530 525026 530 526306 530 527591 515 528871 515 530151 515 531431 515 532711 505 533991 505 535271 505 536551 505 537831 490 539111 490 540391 490 541671 490 542956 470 544236 470 545516 470 546796 470 548076 450 549356 450 550636 450 551921 435 553201 435 554481 435 555761 435 557041 430 558321 430 559601 430 560881 430 562166 410 563446 410 564726 410 566006 410 567286 380 568566 380 569846 380 571126 380 572411 360 573691 360 574971 360 576251 360 577536 345 578816 345 580096 345 581376 345 582661 325 583941 325 585221 325 586501 325 587786 275 589066 275 590346 275 591626 275 592911 245 594191 245 595471 245 596766 225 598046 225 599326 225 600606 225 601936 165 603216 165 604496 165 605776 165 607071 145 608351 145 609631 145 610911 145 612201 130 613481 130 614761 130 616041 130 617331 115 618611 115 619891 115 621171 115 622456 100 623736 100 625016 100 626296 100 627581 90 628861 90 630141 90 631421 90 632706 70 633986 70 635266 70 636556 45 637836 45 639116 45 640396 45
94a7f32574d6c748c41743c6c08a1d1a_1,
7f0019f7e6af7d7147763bdfb928d788_0,369336 45 370616 45 371896 45 373176 45 374446 70 375726 70 377006 70 378286 70 379556 110 380836 110 382116 110 383396 110 384671 135 385951 135 387231 135 388501 150 389781 150 391061 150 392341 150 393616 155 394896 155 396176 155 397456 155 398736 160 400016 160 401296 160 402576 160 403851 170 405131 170 406411 170 407686 175 408966 175 410246 175 411526 175 412806 180 414086 180 415366 180 416646 180 417921 185 419201 185 420481 185 421761 185 423041 190 424321 190 425601 190 426876 195 428156 195 429436 195 430716 195 431996 195 433276 195 434556 195 435836 195 437111 200 438391 200 439671 200 440951 200 442231 200 443511 200 444791 200 446071 200 447351 200 448631 200 449911 200 451186 205 452466 205 453746 205 455026 205 456306 205 457586 205 458866 205 460146 205 461426 205 462706 205 463986 205 465266 205 466546 205 467826 205 469106 205 470386 205 471666 205 472946 205 474226 205 475506 200 476786 200 478066 200 479346 200 480626 200 481906 200 483186 200 484466 200 485746 200 487026 200 488306 200 489586 200 490866 200 492146 200 493426 200 494706 195 495986 195 497266 195 498546 195 499826 195 501106 195 502386 195 503666 195 504946 195 506226 195 507506 195 508791 185 510071 185 511351 185 512631 185 513911 185 515191 185 516471 185 517751 185 519031 185 520311 185 521591 185 522871 180 524151 180 525431 180 526711 180 527991 180 529271 180 530551 180 531831 180 533116 170 534396 170 535676 170 536956 170 538236 170 539516 170 540796 170 542076 165 543356 165 544636 165 545916 165 547201 155 548481 155 549761 155 551041 155 552321 155 553601 155 554881 155 556161 155 557446 145 558726 145 560006 145 561291 140 562571 140 563851 140 565131 140 566411 135 567691 135 568971 135 570251 135 571536 120 572816 120 574096 120 575376 120 576661 110 577941 110 579221 110 580506 100 581786 100 583066 100 584346 100 585631 95 586911 95 588191 95 589471 95 590756 85 592036 85 593316 85 594596 85 595876 80 597156 80 598436 80 599721 70 601001 70 602281 70 603561 70 604846 60 606126 60 607406 60 608686 60 609976 40 611256 40 612536 40 613816 40
7f0019f7e6af7d7147763bdfb928d788_1,
71f2fd85a04faeeb2b535797395305af_0,712171 40 713451 40 714731 40 716011 40 717281 65 718561 65 719841 65 721121 65 722391 90 723671 90 724951 90 726226 105 727506 105 728786 105 730066 105 731341 115 732621 115 733901 115 735181 115 736456 130 737736 130 739016 130 740296 130 741576 135 742856 135 744136 135 745416 135 746691 145 747971 145 749251 145 750531 145 751811 150 753091 150 754371 150 755651 150 756926 160 758206 160 759486 160 760766 160 762046 165 763326 165 764606 165 765886 165 767161 175 768441 175 769721 175 771001 180 772281 180 773561 180 774841 180 776121 185 777401 185 778681 185 779961 185 781236 195 782516 195 783796 195 785076 195 786356 200 787636 200 788916 200 790196 200 791476 205 792756 205 794036 205 795316 205 796596 210 797876 210 799156 210 800436 210 801716 220 802996 220 804276 220 805556 220 806836 225 808116 225 809396 225 810676 225 811956 230 813236 230 814516 230 815796 235 817076 235 818356 235 819636 235 820916 235 822196 235 823476 235 824756 235 826036 240 827316 240 828596 240 829876 240 831156 245 832436 245 833716 245 834996 245 836276 245 837556 245 838836 245 840116 245 841396 250 842676 250 843956 250 845236 250 846516 250 847796 250 849076 250 850356 250 851636 255 852916 255 854196 255 855476 255 856761 255 858041 255 859321 255 860601 260 861881 260 863161 260 864441 260 865721 265 867001 265 868281 265 869561 265 870841 275 872121 275 873401 275 874681 275 875966 280 877246 280 878526 280 879806 280 881086 285 882366 285 883646 285 884926 285 886206 295 887486 295 888766 295 890046 295 891331 295 892611 295 893891 295 895171 295 896451 300 897731 300 899011 300 900291 305 901571 305 902851 305 904131 305 905411 310 906691 310 907971 310 909251 310 910536 310 911816 310 913096 310 914376 310 915656 315 916936 315 918216 315 919496 315 920776 320 922056 320 923336 320 924616 320 925896 320 927176 320 928456 320 929736 320 931021 320 932301 320 933581 320 934861 320 936146 315 937426 315 938706 315 939986 315 941266 320 942546 320 943826 320 945111 315 946391 315 947671 315 948951 315 950236 315 951516 315 952796 315 954076 315 955361 310 956641 310 957921 310 959201 310 960486 305 961766 305 963046 305 964326 305 965611 300 966891 300 968171 300 969451 300 970736 300 972016 300 973296 300 974576 300 975856 300 977136 300 978416 300 979696 300 980981 295 982261 295 983541 295 984821 295 986106 285 987386 285 988666 285 989951 280 991231 280 992511 280 993791 280 995076 275 996356 275 997636 275 998916 275 1000201 265 1001481 265 1002761 265 1004041 265 1005326 255 1006606 255 1007886 255 1009166 255 1010456 245 1011736 245 1013016 245 1014296 245 1015581 235 1016861 235 1018141 235 1019421 235 1020711 220 1021991 220 1023271 220 1024551 220 1025846 200 1027126 200 1028406 200 1029686 200 1030976 185 1032256 185 1033536 185 1034826 175 1036106 175 1037386 175 1038666 175 1039961 155 1041241 155 1042521 155 1043801 155 1045096 135 1046376 135 1047656 135 1048936 135 1050226 125 1051506 125 1052786 125 1054066 125 1055361 105 1056641 105 1057921 105 1059201 105 1060491 95 1061771 95 1063051 95 1064331 95 1065626 75 1066906 75 1068186 75 1069466 75 1070756 65 1072036 65 1073316 65 1074596 65 1075891 45 1077171 45 1078451 45 1079746 20 1081026 20 1082306 20 1083586 20
71f2fd85a04faeeb2b535797395305af_1,
3c84417fda8019410b1fcf0625f608b4_0,50561 5 51841 5 53121 5 54401 5 55651 45 56931 45 58211 45 59491 45 60756 65 62036 65 63316 65 64596 65 65866 80 67146 80 68426 80 69691 105 70971 105 72251 105 73531 105 74801 125 76081 125 77361 125 78641 125 79911 145 81191 145 82471 145 83751 145 85021 170 86301 170 87581 170 88861 170 90131 190 91411 190 92691 190 93971 190 95241 210 96521 210 97801 210 99081 210 100351 230 101631 230 102911 230 104191 230 105461 250 106741 250 108021 250 109301 250 110576 260 111856 260 113136 260 114406 275 115686 275 116966 275 118246 275 119511 295 120791 295 122071 295 123351 295 124611 320 125891 320 127171 320 128451 320 129691 360 130971 360 132251 360 133531 360 134781 395 136061 395 137341 395 138621 395 139876 425 141156 425 142436 425 143716 425 144976 455 146256 455 147536 455 148816 455 150081 475 151361 475 152641 475 153911 490 155191 490 156471 490 157751 490 159026 495 160306 495 161586 495 162866 495 164136 510 165416 510 166696 510 167976 510 169251 520 170531 520 171811 520 173091 520 174366 525 175646 525 176926 525 178206 525 179476 540 180756 540 182036 540 183316 540 184596 540 185876 540 187156 540 188436 540 189711 550 190991 550 192271 550 193551 550 194826 555 196106 555 197386 555 198661 565 199941 565 201221 565 202501 565 203781 565 205061 565 206341 565 207621 565 208896 575 210176 575 211456 575 212736 575 214011 580 215291 580 216571 580 217851 580 219131 585 220411 585 221691 585 222971 585 224246 590 225526 590 226806 590 228086 590 229361 595 230641 595 231921 595 233201 595 234481 600 235761 600 237041 600 238321 600 239596 605 240876 605 242156 605 243436 605 244716 605 245996 605 247276 605 248551 615 249831 615 251111 615 252391 615 253666 620 254946 620 256226 620 257506 620 258786 620 260066 620 261346 620 262626 620 263906 620 265186 620 266466 620 267746 620 269021 630 270301 630 271581 630 272861 630 274141 630 275421 630 276701 630 277981 630 279256 640 280536 640 281816 640 283096 640 284376 640 285656 640 286936 640 288216 640 289496 640 290776 640 292056 640 293331 645 294611 645 295891 645 297171 645 298451 650 299731 650 301011 650 302291 650 303571 650 304851 650 306131 650 307411 650 308686 655 309966 655 311246 655 312526 655 313806 660 315086 660 316366 660 317646 660 318926 660 320206 660 321486 660 322766 660 324046 660 325326 660 326606 660 327886 660 329161 665 330441 665 331721 665 333001 665 334281 665 335561 665 336841 665 338121 665 339401 665 340681 665 341961 665 343236 670 344516 670 345796 670 347076 670 348356 670 349636 670 350916 670 352196 670 353476 670 354756 670 356036 670 357316 670 358596 670 359876 670 361156 670 362436 670 363711 675 364991 675 366271 675 367551 675 368831 675 370111 675 371391 675 372671 675 373951 675 375231 675 376511 675 377791 675 379071 675 380351 675 381631 675 382906 680 384186 680 385466 680 386746 680 388026 680 389306 680 390586 680 391866 680 393146 680 394426 680 395706 680 396986 680 398266 680 399546 680 400826 680 402106 680 403386 680 404666 680 405946 680 407226 680 408506 680 409786 680 411066 680 412346 680 413626 675 414906 675 416186 675 417461 680 418741 680 420021 680 421301 680 422581 680 423861 680 425141 680 426421 680 427701 680 428981 680 430261 680 431541 680 432821 680 434101 680 435381 680 436661 680 437941 680 439221 680 440501 680 441781 680 443056 685 444336 685 445616 685 446896 685 448176 685 449456 685 450736 685 452016 685 453296 685 454576 685 455856 685 457136 685 458416 685 459696 685 460976 685 462256 685 463536 685 464816 685 466096 685 467376 685 468656 685 469936 685 471216 685 472501 680 473781 680 475061 680 476341 680 477621 680 478901 680 480181 680 481461 680 482741 675 484021 675 485301 675 486581 675 487861 675 489141 675 490421 675 491701 675 492986 670 494266 670 495546 670 496826 670 498106 670 499386 670 500666 670 501946 670 503226 665 504506 665 505786 665 507066 665 508346 665 509626 665 510906 665 512191 660 513471 660 514751 660 516031 660 517316 655 518596 655 519876 655 521156 655 522441 645 523721 645 525001 645 526281 645 527566 640 528846 640 530126 640 531406 640 532691 635 533971 635 535251 635 536531 635 537816 630 539096 630 540376 630 541656 630 542946 615 544226 615 545506 615 546786 615 548076 605 549356 605 550636 605 551921 600 553201 600 554481 600 555761 600 557046 590 558326 590 559606 590 560886 590 562171 585 563451 585 564731 585 566011 585 567296 575 568576 575 569856 575 571136 575 572421 570 573701 570 574981 570 576261 570 577546 560 578826 560 580106 560 581386 560 582671 550 583951 550 585231 550 586511 550 587796 545 589076 545 590356 545 591636 545 592921 535 594201 535 595481 535 596766 525 598046 525 599326 525 600606 525 601891 515 603171 515 604451 515 605731 515 607016 505 608296 505 609576 505 610856 505 612141 495 613421 495 614701 495 615981 495 617266 485 618546 485 619826 485 621106 485 622391 480 623671 480 624951 480 626231 480 627516 470 628796 470 630076 470 631356 470 632641 460 633921 460 635201 460 636486 455 637766 455 639046 455 640326 455 641611 445 642891 445 644171 445 645451 445 646736 435 648016 435 649296 435 650576 435 651866 415 653146 415 654426 415 655706 415 656991 405 658271 405 659551 405 660831 405 662121 395 663401 395 664681 395 665961 395 667251 380 668531 380 669811 380 671091 380 672381 365 673661 365 674941 365 676221 365 677511 350 678791 350 680071 350 681356 340 682636 340 683916 340 685196 340 686486 325 687766 325 689046 325 690326 325 691611 315 692891 315 694171 315 695451 315 696741 305 698021 305 699301 305 700581 305 701891 25 701921 240 703171 25 703201 240 704451 25 704481 240 705731 25 705761 240 707061 215 708341 215 709621 215 710901 215 712196 190 713476 190 714756 190 716036 190 717331 170 718611 170 719891 170 721171 170 722461 150 723741 150 725021 150 726311 125 727591 125 728871 125 730151 125 731441 100 732721 100 734001 100 735281 100 736591 50 737871 50 739151 50 740431 50
3c84417fda8019410b1fcf0625f608b4_1,
